Load ID, Loan Grad, Exception IDs
4779527.52, 0, 
5005340.03, 1, 2
4176297.0, 13, 2|3
4847397.33, 0, 
13054.52, 8, 3
6802121.59, 4, 1
8503222.06, 14, 1|3
1060539.29, 9, 1|3|4
1867182.25, 4, 1
6788379.83, 2, 3
9149395.03, 4, 1
6703616.15, 1, 2
3543362.46, 4, 1
1928961.42, 8, 1|3
1654378.21, 17, 1|2|3
4850045.56, 4, 1
5655938.87, 3, 2
5193987.11, 8, 3
6002444.9, 0, 
9904268.65, 0, 
5110152.91, 2, 3
4863267.81, 12, 1|3
4834389.29, 44, 1|4
9163361.67, 0, 
3224451.27, 4, 1
8811870.04, 8, 1|3
2716753.32, 2, 2
4642807.26, 0, 
6651793.34, 4, 1
9648778.16, 4, 1
599318.78, 5, 1|2
5443951.56, 4, 3
5237903.04, 4, 3
8202691.4, 1, 2
7258828.18, 0, 
9742066.31, 20, 4
4666050.76, 14, 1|3
8269972.43, 4, 1
4248602.17, 10, 3
5064165.75, 10, 3
4019238.17, 6, 1|3
4738638.56, 4, 1
50428.35, 40, 4
3612817.19, 7, 1|2|3
8234136.77, 0, 
7306827.38, 14, 1|2|3
6080374.3, 10, 1|3
8284845.63, 3, 2
9154297.92, 4, 1|3
5850447.1, 8, 2|3
495371.11, 5, 1|2
59576.04, 4, 1
2722848.34, 4, 3
230670.73, 14, 1|3
6160189.6, 4, 1
1028874.64, 0, 3
5699878.08, 0, 
4488964.51, 17, 1|2|3
6514085.48, 3, 2
875301.73, 8, 1|3
8021310.33, 4, 1|3
9075622.47, 5, 1|2|3
4727329.28, 2, 3
8519648.93, 6, 1|2
9657120.8, 10, 1|3
5839700.99, 0, 
4576084.89, 4, 1
4413035.92, 0, 3
5690856.53, 0, 
8848949.66, 4, 1
8811773.72, 4, 3
3697661.5, 4, 1|3
6887125.44, 4, 1
1929783.0, 5, 2|3
1867380.25, 4, 3
1520901.43, 3, 2
3024780.6, 0, 
7588978.1, 8, 3
6926215.68, 4, 1
9398226.78, 3, 2|3
9176596.67, 2, 3
1229721.62, 4, 1
5605421.73, 4, 1|3
3784491.89, 0, 
1958452.58, 12, 1|3
7283715.64, 4, 1
4275172.28, 14, 1|3
3275149.27, 4, 1
8055934.91, 8, 3
6952222.49, 10, 3
1029936.83, 2, 3
2298094.35, 4, 1
6447396.66, 9, 1|2|3
7952016.71, 14, 1|3
9027648.69, 4, 1|3
4557434.3, 2, 2
609653.5, 4, 1
7977436.51, 10, 3
4389555.03, 4, 1
7786322.1, 17, 1|2|3
8701322.58, 14, 1|3
2653823.7, 14, 1|3
15853.47, 0, 
8394998.59, 1, 2|3
7260419.04, 44, 3|4
2737294.76, 10, 1|3
5066661.2, 8, 1|3
2937710.35, 4, 1
3059103.1, 13, 2|3
8507943.68, 0, 
5541567.17, 0, 
5185693.22, 12, 1|3
8422972.28, 10, 3
6752932.46, 6, 1|3
4612769.34, 4, 1
5015962.35, 12, 1|3
2738546.74, 10, 3
2483388.9, 4, 1
6356271.3, 12, 1|2|3
6906635.2, 4, 1
6231606.91, 0, 
4884843.38, 4, 3
6204797.47, 1, 2
3617894.46, 8, 3
6166288.65, 8, 1|3
6855491.34, 6, 3
8377096.68, 0, 
9033140.47, 6, 3
7957373.93, 10, 1|3
5217547.86, 14, 1|3
6651279.13, 0, 
5994265.83, 4, 1
3121900.89, 12, 1|3
9141082.29, 8, 3
767147.62, 0, 
930647.28, 0, 
3607617.44, 4, 1
5540870.66, 3, 2
7897028.31, 0, 
7025582.96, 2, 3
7284500.42, 0, 
2790140.74, 8, 1|3
6351536.29, 18, 1|2|3|4
3482981.89, 13, 2|3
7105104.47, 4, 1
5962282.66, 6, 3
1908346.63, 0, 
8068711.03, 12, 1|3
7783250.72, 4, 1
7353436.27, 4, 1
2980724.09, 4, 1
1145479.0, 5, 1|2
5377135.79, 8, 3
8375050.89, 0, 
6028317.26, 0, 
935652.58, 8, 1|3
4928939.45, 1, 2
9560714.7, 4, 1
9042203.65, 8, 1|3
2824942.86, 4, 1
4438607.51, 14, 1|3
6986252.86, 0, 
9581934.09, 0, 
6597190.73, 4, 1
5073700.77, 4, 1
8290807.31, 0, 
7533969.62, 4, 1
6669781.5, 1, 2
836897.04, 4, 1
7486834.86, 6, 1|3
9214303.86, 4, 1
5743718.03, 1, 2|3
8135275.75, 4, 1
3971836.72, 6, 3
6469671.72, 4, 3
1688945.99, 0, 
5290618.22, 8, 1|3
2555804.71, 5, 2|3
8896296.73, 0, 
6793622.51, 4, 1
2116720.26, 4, 1
6476389.56, 8, 1|3
3441794.92, 0, 
7713876.18, 0, 3
3271321.69, 0, 
7334185.06, 0, 
8252433.14, 0, 
2093455.36, 72, 1|3|4
768745.32, 8, 3
4068513.15, 17, 1|2|3
3189924.39, 0, 
9175354.52, 0, 
5127410.03, 8, 3
3610749.76, 6, 1|2
5726399.95, 4, 1
5857045.13, 6, 3
1007263.46, 10, 3
1572938.21, 4, 1
8542669.18, 4, 1
463009.24, 0, 
2737682.83, 4, 1
1254410.0, 10, 3
6037377.34, 14, 1|4
9993998.49, 10, 1|3
8674170.7, 4, 1
4315582.53, 5, 2|3
5053437.9, 8, 3
5248896.54, 4, 1|3
3198883.12, 0, 
1465599.61, 0, 3
6541678.7, 0, 
9496079.25, 14, 1|3
8614539.44, 0, 
4389984.15, 17, 1|2|3
3706185.71, 2, 3
8054852.67, 14, 1|2|3
7325419.65, 4, 1
1672992.9, 1, 2|3
8400231.25, 14, 1|3
702856.91, 8, 1|3
8143142.91, 0, 3
7433257.03, 8, 3
2188866.49, 7, 1|2
2110298.28, 4, 3
9561085.26, 4, 1
5040481.16, 4, 1
3823986.42, 9, 1|2|3
7478237.3, 4, 1
9896335.81, 10, 1|3
2772906.01, 7, 1|2
7127564.86, 12, 1|3
31216.81, 0, 
3361.79, 4, 1
548572.32, 4, 1
6429453.01, 1, 2
3082640.55, 0, 
8758115.2, 4, 1
6277392.94, 6, 1|3
8419143.58, 6, 1|2
3641399.73, 6, 3
828822.29, 4, 1
1147587.46, 44, 3|4
6346943.03, 14, 1|3
576062.74, 0, 
3616296.39, 4, 1
7543812.45, 14, 1|2|3
3016940.25, 4, 1
6426831.09, 4, 1
9955456.07, 4, 1
4871954.48, 0, 3
7061808.12, 0, 
5124636.47, 2, 3
6611400.8, 8, 1|3
930114.26, 14, 1|3
7587943.2, 4, 1
8875155.97, 0, 
9948198.7, 8, 1|3
2477559.0, 0, 
629226.0, 4, 1|3
4132163.62, 10, 2|3
8842502.65, 6, 3
711864.74, 4, 1
3077816.49, 8, 1|3
6683693.64, 1, 2
5375348.36, 13, 2|3
990050.38, 0, 
9378509.69, 8, 1|3
4518498.47, 6, 1|2
7243968.81, 0, 
3760652.78, 4, 1
5346782.65, 4, 1
2712981.44, 4, 1
7544841.96, 8, 1|3
2912591.3, 8, 1|3
6257298.83, 4, 1
8118922.75, 8, 4
5908777.48, 2, 3
3804290.56, 2, 2
6744247.7, 1, 2|3
4280060.91, 5, 1|2|3
6691385.31, 4, 1
1155120.94, 4, 1
1032851.29, 2, 3
9196228.48, 2, 2
5422191.19, 4, 1|3
945475.0, 1, 2
910038.9, 8, 1|3
9626171.77, 4, 1
5719630.24, 0, 
5939340.84, 14, 1|3|4
6390036.19, 0, 3
2366405.18, 2, 2
771933.65, 0, 
5154249.62, 12, 1|3
8957505.53, 4, 3
7382870.53, 0, 
3728619.67, 6, 1|2
7809559.62, 8, 3
499002.66, 14, 1|3
885161.76, 0, 
6076413.2, 2, 3
7232518.56, 6, 1|2
7032999.26, 40, 4
8215278.01, 14, 1|3
683344.48, 8, 1|3
4490305.37, 4, 1
5107189.55, 0, 
9543712.45, 14, 1|3
7943756.2, 4, 1
4110405.96, 0, 
907278.48, 4, 1
3712255.22, 1, 2
3707138.6, 10, 3
2784375.42, 5, 4
387646.52, 3, 2
7189389.08, 4, 1
6885452.36, 6, 3
874575.35, 1, 2|3
9587873.25, 10, 3
489306.44, 4, 1
9738411.38, 34, 1|4
1672472.3, 6, 3
1796935.04, 4, 1
8986395.92, 0, 
3283511.46, 6, 3
8581487.4, 8, 3
2696278.41, 6, 1|3
836149.23, 4, 1
6858732.77, 0, 
3556850.1, 0, 
6642228.55, 4, 1
6039842.19, 3, 2|3
7322748.0, 1, 2|3
621388.09, 0, 
361132.5, 4, 1
5642078.15, 8, 3
8512387.98, 0, 
4891659.42, 0, 
3302208.3, 0, 
1271466.56, 2, 3
5575282.83, 0, 
7431461.93, 0, 
1212773.47, 6, 3
9886043.18, 2, 3
9706523.1, 10, 1|3
5114771.7, 0, 
9837698.7, 4, 1
3571124.31, 14, 1|3
7691258.87, 4, 3
4988716.24, 8, 1|3
3819074.89, 10, 3
6367035.17, 2, 2
75949.91, 12, 1|2|3
3830867.01, 6, 1|3
8694969.88, 4, 1
371691.57, 10, 3
2963740.25, 4, 1
8886541.59, 4, 1|4
1040345.74, 10, 1|3
3088861.65, 6, 1|2
556223.27, 4, 1|3
2656212.16, 4, 1
3467338.05, 4, 1|3
8571900.98, 8, 1|3
5807345.87, 4, 1
1161807.95, 0, 
9662759.89, 6, 3
5388800.2, 8, 1|3
8438725.18, 0, 
5144965.57, 0, 
5537667.41, 14, 1|3
294222.42, 6, 3
8195991.98, 0, 
401023.51, 4, 1
2646782.19, 0, 
1213226.49, 4, 1
1571548.78, 4, 1
9734002.88, 4, 1
926904.83, 9, 1|2|3
3451158.86, 6, 1|2
579711.22, 6, 1|3
6733543.62, 4, 3
7841081.16, 0, 
7676415.0, 0, 
2171773.62, 0, 
3413142.0, 4, 1|3
6976217.67, 5, 1|2
999333.93, 4, 1
4079866.55, 0, 
3154118.29, 8, 1|3
9741213.44, 0, 
51864.49, 4, 1|3
6791524.94, 10, 3
7829334.29, 5, 1|2
6956612.77, 10, 1|3
1483721.48, 8, 1|3
883334.28, 6, 1|3
7140651.35, 4, 3
3591622.25, 4, 1
6169646.33, 4, 1
6585582.79, 0, 
3967801.65, 0, 
4554313.78, 17, 1|2|3
9039953.66, 4, 1
5723429.54, 4, 1
4005292.48, 6, 3
8030581.23, 8, 2|3
7536690.68, 1, 2
3411289.76, 4, 1
5068389.85, 12, 1|2|3
9768383.04, 0, 
6483005.69, 8, 3
3229316.37, 12, 1|2|3
2967359.8, 4, 1
3139751.28, 5, 1|2
1201251.54, 0, 
8235165.07, 8, 3
1414735.18, 0, 
9615293.72, 0, 
125032.01, 4, 1
7778898.14, 4, 1
4874241.32, 8, 1|3
653116.3, 4, 3
2103859.74, 14, 1|3
6980341.48, 0, 
4638515.26, 7, 1|2
6795374.58, 4, 1
222134.1, 8, 3
20773.37, 68, 3|4
4589846.48, 8, 3
384880.76, 8, 1|3
4416336.7, 4, 1
5079846.07, 2, 2
9965245.06, 4, 1
8019357.53, 4, 1|3
1155633.6, 0, 
8522975.9, 0, 
25009.98, 2, 3
577026.99, 10, 1|3
8069199.55, 4, 1
9045337.1, 5, 1|2
4884255.45, 0, 
9222397.02, 10, 3
7839516.58, 0, 
2079146.49, 8, 1|3
2164896.48, 4, 1
4893519.58, 0, 
8097879.25, 8, 3
3485884.93, 4, 1
9565725.57, 7, 1|2
4282870.56, 4, 1
944975.21, 5, 1|2
2045137.99, 0, 3
4110823.97, 4, 1|3
7169680.86, 9, 1|2|3
8385283.5, 12, 4
4766690.17, 0, 
4669060.58, 4, 1
8804389.12, 0, 
9772748.23, 56, 3|4
8668732.03, 4, 1
2777392.92, 12, 1|3
458714.32, 22, 3|4
8165984.66, 0, 3
527341.25, 4, 1|3
4740964.41, 4, 3
3867745.02, 8, 3
740086.28, 4, 1
1804188.02, 4, 1|3
1352652.01, 0, 
7933966.75, 6, 3
9631023.8, 6, 1|3
2717674.96, 30, 4
9689878.73, 4, 1
5579873.22, 14, 1|3
6880934.75, 12, 1|3
2430444.94, 14, 1|3
725047.22, 10, 1|3
8531099.16, 6, 3
7301193.1, 12, 1|2|3
6091049.28, 4, 1
4938351.23, 0, 
5931242.04, 8, 1|3
5059587.97, 4, 1
3786745.76, 4, 3
2838467.25, 10, 1|3
4549473.99, 8, 3
4807557.2, 4, 1
695265.6, 4, 1
1692873.06, 0, 3
825849.9, 0, 
1650420.45, 0, 3
9142667.14, 0, 
3542456.61, 8, 3
831336.06, 10, 1|3
5681879.38, 10, 1|3
163848.24, 8, 3
1224437.46, 4, 1
6493690.19, 4, 1
2225504.22, 2, 2
2805441.93, 6, 1|3
3911779.78, 0, 
1448993.32, 2, 3
363190.38, 0, 
261844.38, 14, 1|2|3
4670169.28, 8, 3
7605927.57, 1, 2|3
8869878.1, 4, 1
6021501.99, 0, 
1862218.44, 0, 3
7850982.41, 8, 3
8291848.79, 14, 1|3
6858889.59, 8, 1|3
8643653.85, 4, 1
5887760.02, 6, 1|3
1154621.52, 6, 1|3
9302393.86, 4, 1
5891962.48, 4, 3
9455055.22, 10, 3
6409018.65, 6, 1|3
6238219.36, 2, 3
2181445.73, 0, 3
8999414.64, 4, 1|3
2739154.13, 0, 
4265608.3, 0, 3
34054.2, 0, 
8201428.26, 4, 1
2121783.2, 8, 1|3
1619336.42, 4, 1|3
9641065.2, 14, 1|3
5521648.22, 14, 1|2|3
8375778.67, 1, 2|3
7990897.77, 2, 3
9105048.86, 10, 1|3
2814165.1, 4, 1
2715393.79, 0, 
5459948.38, 0, 
7306085.09, 1, 2
8488086.53, 6, 3
3764944.34, 14, 1|3
8471886.97, 0, 
4403806.69, 3, 2|3
2440044.12, 4, 3
1122868.16, 8, 3
6882662.48, 0, 
1468139.49, 6, 1|3
2285794.17, 12, 1|3
8007334.08, 0, 
5986927.34, 8, 3
7779731.47, 2, 3
6522076.31, 4, 1
6420096.38, 10, 1|3
8669357.93, 90, 3|4
3065328.79, 1, 2
4519318.08, 4, 1|3
8027224.14, 0, 
406422.16, 4, 1
5481176.71, 8, 3
8188390.87, 4, 1
3809390.71, 4, 1
2630671.08, 4, 1
3338040.99, 4, 1
208178.19, 1, 2|3
7525993.09, 0, 
3471748.15, 10, 1|3
9061668.2, 0, 
71994.26, 6, 3
4904557.73, 5, 1|2
1142810.23, 0, 
7389549.33, 8, 2|3
4187677.0, 12, 1|3
3916666.88, 5, 1|2|3
7945604.06, 6, 3
9041557.05, 4, 1|3
3562440.81, 0, 
8607796.77, 50, 4
1657264.55, 4, 1
9881821.75, 1, 2|3
7763374.91, 4, 1
7362083.75, 3, 2|3
5073477.35, 4, 1
8905232.56, 4, 1|3
2560022.85, 4, 1|3
3584851.77, 5, 1|2
9845758.76, 4, 1
7330278.84, 0, 
3579743.14, 4, 1
8914147.04, 8, 1|3
3536569.56, 8, 2|3
9926.25, 0, 3
2387985.19, 1, 2|3|4
5459706.13, 0, 
3077744.05, 97, 1|2|3|4
919312.61, 4, 1
8676200.95, 10, 1|3
7831211.17, 0, 
503802.32, 4, 3
159153.96, 68, 3|4
4187716.33, 64, 1|4
181932.95, 64, 1|4
335271.02, 0, 
4021700.64, 3, 2
5464945.27, 0, 
5441441.8, 2, 2
3305203.32, 4, 1
4076041.29, 0, 
4368404.41, 0, 
1201659.26, 6, 1|3
8549173.61, 0, 
5109742.94, 3, 2|3
907076.48, 4, 3
9403870.89, 6, 3
5488360.45, 5, 1|2|3
1326046.5, 0, 3
6082957.5, 0, 
4194680.69, 0, 
2676475.16, 14, 1|2|3
6227454.96, 16, 1|4
9310839.76, 4, 1
5446324.41, 8, 3
8533036.58, 17, 1|2|3
1043043.99, 4, 1|3
7860624.13, 4, 1
7320375.25, 8, 3
9759009.47, 4, 3
7473284.28, 0, 
7772998.67, 14, 1|3
9754239.47, 12, 1|3
463557.97, 10, 2|3
2302388.54, 12, 1|3
9319159.68, 0, 
886427.11, 2, 2
9526978.39, 6, 3
5162801.87, 4, 3
3376423.85, 5, 2|3
5956186.48, 14, 1|3
5334965.54, 0, 
5321565.18, 0, 
8774794.53, 0, 
3847014.52, 8, 3
8817446.13, 6, 3
6513809.25, 17, 1|2|3
644415.78, 10, 3
3708377.31, 9, 1|2|3
6300075.85, 2, 3
9139226.59, 0, 
4342799.29, 5, 1|2
4996651.58, 14, 1|3
9069014.56, 0, 
8661694.45, 0, 
2448606.05, 4, 1
5367322.07, 38, 2|3|4
4793837.5, 0, 3
7365181.63, 1, 2
3468387.39, 10, 1|3
4304373.62, 0, 
5876327.15, 8, 1|3
3909273.39, 4, 1|3
6386938.92, 8, 1|3
1764016.72, 4, 1|3
6888943.67, 2, 2
4852680.43, 10, 3
1986044.11, 8, 3
240330.06, 0, 
5068863.13, 4, 1|3
8820617.39, 4, 1
3958293.6, 0, 
3265460.73, 1, 2
7602688.61, 4, 1
7017159.97, 5, 1|2|3
5863405.93, 4, 1
6412893.54, 14, 1|3
5372136.8, 0, 3
8060547.52, 8, 3
6509573.39, 17, 1|2|3
1746838.36, 2, 3
2367580.67, 0, 
6730257.49, 4, 1
4793346.5, 12, 1|3
798196.23, 8, 1|3
3748022.02, 0, 
5260191.42, 8, 2|3|4
7644271.25, 10, 3
3076934.77, 6, 1|2
3980648.3, 0, 
3564236.33, 0, 3
3408835.11, 4, 1
6449540.5, 12, 1|3
5103153.72, 0, 
4335243.4, 10, 3
482578.57, 1, 2|3
2575860.73, 10, 3
7415724.98, 5, 1|2
4429505.88, 0, 
3164819.47, 5, 1|2|3
6397093.64, 4, 1
9757496.08, 14, 1|2|3
7685367.27, 0, 3
7375769.98, 2, 2
8474381.58, 0, 
4887518.94, 0, 
2121017.39, 11, 1|3|4
9358285.39, 4, 1
5968085.1, 0, 
4406220.73, 12, 1|3
442087.55, 1, 2
3981376.28, 10, 3
270155.29, 12, 1|2|3
738848.46, 4, 1
5566893.5, 2, 3
2116768.15, 4, 1|3
8253144.68, 12, 1|3
7621723.96, 0, 
4641772.46, 10, 3
559512.26, 0, 
56935.07, 0, 
6925013.99, 2, 2
789231.26, 10, 3
2390635.53, 0, 
6986357.55, 8, 3
1304565.57, 14, 1|2|4
7402463.57, 10, 3
4562397.81, 0, 
3876652.17, 10, 1|3
7151574.36, 0, 3
6004876.74, 12, 1|3
4671367.8, 10, 1|3
3314451.01, 4, 1
7226499.18, 4, 1
3994224.17, 1, 2
9338822.5, 4, 1
8010243.31, 8, 3
3556911.66, 12, 1|3
4248158.55, 10, 1|3
2912488.72, 6, 3
2099296.27, 0, 
2555747.73, 10, 3
9869454.01, 0, 
8725503.6, 4, 1
9738105.68, 0, 
431128.52, 4, 1
3915328.51, 0, 3
3611713.0, 10, 1|3
389790.27, 0, 
306334.95, 8, 1|3
4027640.33, 4, 1
9483121.45, 0, 
6220704.05, 0, 
7404731.93, 6, 1|3
5260459.17, 6, 3
354011.0, 0, 
6627785.39, 12, 1|3
6506751.55, 4, 1
675150.08, 10, 3
9180837.55, 4, 1
4346226.08, 8, 2|3
4228591.48, 34, 1|4
620822.59, 0, 
9787689.87, 4, 1
9221159.71, 6, 3
1609596.03, 7, 1|2
348018.54, 4, 1
5437646.54, 0, 
3521769.43, 0, 
5187391.6, 4, 3
5273355.44, 2, 3
7901133.07, 0, 3
3654378.63, 12, 1|3
3877140.03, 12, 1|3
5040251.63, 4, 1
2800534.8, 8, 3
5751793.56, 5, 1|2
7714014.35, 0, 
5452049.46, 4, 1
2768756.09, 6, 1|3
4732903.56, 7, 1|2
3432277.53, 5, 1|2
790125.28, 14, 1|3
4879008.01, 6, 3
3924776.05, 12, 1|3
6511000.77, 0, 3
7648797.2, 4, 1
4152593.05, 13, 2|3
6862015.9, 0, 
4542629.92, 10, 3
8946200.94, 0, 
3203264.24, 5, 2|3
3052533.89, 10, 1|3
3053116.21, 10, 3
5675975.89, 0, 3
5672883.82, 0, 
9882166.34, 40, 4
788591.77, 6, 3
9646353.8, 40, 1|3|4
3821070.52, 0, 
8343471.42, 14, 1|3
8136910.25, 7, 1|2|3
1976644.83, 20, 4
6354817.61, 4, 1
977539.06, 8, 4
2603131.51, 2, 3
7797213.87, 6, 3
3369342.66, 0, 3
6292216.11, 0, 
4422564.02, 6, 1|3
1370298.27, 14, 1|3
2646490.8, 17, 1|2|3
6793101.73, 0, 
7616735.01, 4, 3
8220355.98, 4, 1
2879512.85, 12, 1|3
1643274.04, 14, 1|3
3831621.05, 6, 1|3
7975221.12, 8, 3
1906904.18, 12, 1|3
4268417.95, 0, 
7091042.4, 0, 
1302557.34, 10, 1|3
440328.87, 4, 1
3540872.56, 12, 1|3
329080.69, 4, 1
7652008.76, 4, 1
6948893.38, 4, 3
4149951.16, 5, 2|3
4062322.12, 0, 
5041116.71, 5, 1|2
2564391.51, 6, 3
4366867.18, 0, 
6257215.98, 6, 3
5798660.81, 14, 1|3
7832811.16, 10, 1|3
9639733.47, 8, 3
2723722.61, 0, 
2756020.76, 8, 2|3
8570015.99, 4, 1
9686352.82, 4, 1
9602584.52, 10, 3
5143681.79, 10, 2|3
943443.86, 4, 1
3050379.09, 10, 3
6332368.68, 2, 3
9124911.48, 3, 2|3
4871031.64, 6, 1|2
4294847.7, 4, 1
5606400.68, 5, 1|2|3
4888321.24, 1, 2
4611302.9, 10, 1|3
2273583.01, 8, 3
2583907.27, 4, 1|3
7605670.68, 2, 3
1079012.97, 0, 
752625.53, 4, 1
4731138.13, 4, 1
9600242.53, 10, 3
3314370.82, 4, 1
308183.75, 4, 1
6339188.19, 10, 3
9622724.44, 10, 3
6350562.32, 12, 1|2|3
8836268.58, 4, 1
8506777.58, 4, 1
5309626.4, 0, 
5819254.82, 6, 1|2
5781201.27, 8, 2|3
557636.92, 0, 
3032926.64, 13, 2|3
1589807.9, 8, 3
7864111.29, 44, 1|4
1664823.1, 10, 3
2952403.82, 0, 
8074367.2, 1, 2
1479148.03, 0, 
1004528.48, 2, 3
1907802.55, 2, 2
1152270.07, 8, 3
1294227.31, 4, 1
1352197.47, 0, 
6985098.94, 3, 2
9390626.17, 4, 1
7923082.35, 4, 1|3
7525934.1, 2, 2
9038908.67, 4, 1
8043713.05, 6, 3
6418498.43, 14, 1|4
6340074.57, 0, 
1177229.45, 0, 
4376224.91, 4, 1
158309.81, 0, 
5880399.31, 6, 1|3
9828936.54, 0, 
8211848.99, 3, 2
3074068.69, 14, 1|3
8503701.17, 0, 
2339246.92, 8, 1|3
8586708.46, 4, 1
9053746.8, 4, 1
5920623.67, 12, 1|3
3841199.67, 0, 
474568.37, 0, 
3262584.06, 4, 1
5930066.75, 8, 1|3
451388.56, 4, 1
7793988.24, 8, 1|3
4400938.08, 10, 3
4857387.27, 10, 2|3
6423424.41, 6, 1|2|4
1407268.27, 17, 1|2|3
603727.25, 1, 4
8755826.89, 50, 4
877167.58, 8, 3
1915592.47, 8, 1|3
3928837.16, 6, 3
3518318.56, 8, 1|3
5315273.63, 4, 1
2198871.34, 10, 3
3252590.42, 17, 1|2|3
6136920.75, 2, 2
4101534.48, 4, 1
6324098.45, 4, 1|3
3405221.4, 66, 1|2|4
6829994.68, 0, 
8197124.33, 4, 1
8630276.24, 1, 2
4326228.17, 6, 1|2
5101388.92, 5, 1|2
9662441.94, 4, 1
2205160.83, 0, 
9309493.5, 7, 1|2|3
8020871.65, 4, 1
7406260.83, 8, 1|3
9733798.7, 4, 1|3
2151170.93, 4, 1
3669378.18, 14, 1|3
724315.39, 4, 1
2178549.71, 10, 3
9570544.97, 64, 1|4
3074443.98, 8, 1|3
834972.78, 10, 1|3
9510303.66, 0, 3
1156102.38, 10, 2|3
7165228.41, 2, 3
8563044.29, 1, 2
8989510.05, 10, 2|3
1259163.88, 4, 1
4711674.18, 0, 
5419639.17, 0, 
925780.41, 4, 1
7088097.17, 8, 1|3
7135991.54, 10, 1|3
5217168.59, 4, 1|3
9871924.15, 4, 1
4155369.33, 4, 1|3
6856317.34, 14, 1|3
187952.4, 0, 
5887517.69, 0, 
3820604.84, 4, 1
2512292.27, 6, 3
8086433.87, 0, 
8597703.09, 9, 1|2|3
1425508.09, 4, 1
1657634.2, 10, 3
4021810.68, 17, 1|2|3
691769.13, 4, 1
617210.39, 4, 1
2151964.2, 6, 3
9621524.4, 4, 3
617931.78, 14, 1|3
8061980.6, 4, 1
6573083.8, 6, 1|3
1693176.05, 0, 
5896853.98, 6, 1|3
9213945.92, 4, 1
7121294.25, 0, 
7430106.92, 0, 
2575687.83, 4, 1
3433201.55, 8, 3
2967273.69, 0, 
5738632.99, 0, 
9028653.01, 4, 1
432542.26, 4, 3
630164.45, 10, 1|3
570373.22, 6, 1|3
2014762.93, 0, 
200941.43, 4, 1
3712780.28, 0, 
1584703.42, 8, 2|3
6749938.03, 5, 1|2|3
2682006.48, 0, 
758864.93, 5, 1|2
2394961.4, 1, 2
1799527.54, 4, 1
1145280.54, 3, 2
6600260.26, 4, 1
5980434.97, 8, 1|3
9817761.57, 5, 1|2
4975788.9, 8, 2|3
7575244.87, 2, 3
9723551.87, 5, 1|2
5401239.14, 10, 3
6103298.25, 4, 1
2882577.0, 6, 1|2
5102277.8, 12, 1|3
5995019.5, 6, 3
2975335.59, 21, 2|4
6466504.51, 2, 2
7648525.2, 10, 3
2877098.87, 4, 1
4614204.0, 0, 
8929240.72, 8, 1|3
145171.05, 4, 1|3
4351164.16, 0, 3
1325482.65, 4, 1
2107631.13, 8, 1|3
5899722.14, 6, 3
7013218.63, 5, 2|3
1837568.47, 14, 1|3
388549.46, 0, 
5510144.59, 10, 1|3
61902.18, 0, 
621380.76, 0, 
267977.86, 4, 1
9503348.3, 5, 1|2
3441338.18, 3, 2
5844108.52, 12, 1|3
1762198.83, 12, 1|3
4474573.74, 3, 2
3312442.48, 14, 1|3
4704284.03, 2, 3
7454910.67, 6, 3
2477615.22, 3, 2|3
5750130.62, 4, 1|3
4663721.63, 5, 1|2
9910754.69, 4, 1
6552877.27, 14, 1|4
2297749.19, 8, 1|3
6980165.12, 4, 1
3211006.08, 4, 1
7939749.0, 4, 1|3
4623957.63, 10, 4
346757.34, 10, 3
4507413.97, 5, 1|2
6771640.57, 0, 
3619607.31, 4, 3
4243648.61, 0, 3
8154795.63, 1, 2|3
4302339.12, 4, 1
6434917.74, 4, 1
5289342.8, 6, 3
1521880.73, 10, 2|3
5924756.05, 0, 
9298841.71, 0, 
9129726.55, 14, 1|3
2614241.8, 0, 
6921208.77, 7, 1|2
5576828.68, 4, 1
4176034.7, 4, 1
7163634.65, 4, 1
1984025.13, 0, 
213901.57, 4, 1
150138.27, 4, 1
9736414.67, 0, 
1289539.56, 7, 1|4
2937745.8, 4, 3
6611421.65, 4, 1
9336883.39, 4, 1
1080357.23, 12, 1|3
7364744.41, 0, 
677548.7, 4, 1
44068.88, 4, 3
7032166.57, 20, 4
4670686.69, 6, 3
7943812.68, 10, 1|3
9594879.21, 4, 1
63721.03, 4, 1
5714681.64, 4, 1
3700274.94, 4, 1
6715414.02, 10, 1|3
3834789.07, 4, 1
1781407.46, 14, 1|2|3
2483861.35, 0, 
6741732.95, 10, 2|3
310551.91, 0, 
2523181.81, 8, 3
2089787.16, 4, 1
4556454.03, 4, 3
7796828.58, 30, 4
6139590.06, 2, 3
9339761.75, 2, 3
8524011.22, 4, 3
3843803.78, 4, 1
8432180.7, 17, 1|2|3
1134951.72, 4, 1
896067.39, 4, 1
1069753.7, 0, 
3768771.03, 12, 1|3
8660892.32, 4, 1
2431958.79, 4, 1
5691449.02, 2, 3
9977354.5, 5, 2|3
2090986.11, 4, 1|3
9322372.92, 4, 1
1624394.78, 1, 2
6351521.5, 8, 3
9846164.64, 0, 
235644.87, 4, 1
6057600.61, 14, 1|3
8719704.47, 14, 1|3
7508479.39, 12, 1|2|3
4080676.36, 7, 1|2
309234.78, 4, 1
800303.0, 10, 1|3
7304646.33, 4, 1
5038950.44, 6, 1|3
7655938.14, 4, 1
7549374.64, 6, 3
8325082.36, 4, 1|3
7573778.15, 4, 1|3
4579094.55, 4, 1
